,caseid,Country code and phase,Cluster number,Household number,Respondent's line number ,Ultimate area unit,Women's individual sample weight (6 decimals),Month of interview,Year of interview,Date of interview (CMC),Respondent's month of birth,Respondent's year of birth,Date of birth (CMC),Respondent's current age,Age in 5-year groups,Total children ever born,Sons at home,Daughters at home,Sons elsewhere,Daughters elsewhere,Sons who have died,Daughters who have died
5266,135 20  3,ZZ6,135,20,3,135,439021,7,2015,1387,6,1985,1026,30,30-34,6,1,3,1,1,0,0
5267,135 22  2,ZZ6,135,22,2,135,439021,7,2015,1387,6,1979,954,36,35-39,6,3,1,2,0,0,0
5268,135 26  2,ZZ6,135,26,2,135,439021,7,2015,1387,6,1975,906,40,40-44,7,1,2,1,3,0,0
5269,135 27  3,ZZ6,135,27,3,135,439021,7,2015,1387,4,1999,1192,16,15-19,0,0,0,0,0,0,0
5270,135 28  2,ZZ6,135,28,2,135,439021,7,2015,1387,4,1977,928,38,35-39,4,0,2,2,0,0,0
5271,135 29  2,ZZ6,135,29,2,135,439021,7,2015,1387,5,1986,1037,29,25-29,4,1,1,1,0,1,0
5272,135 30  3,ZZ6,135,30,3,135,439021,7,2015,1387,3,1993,1119,22,20-24,1,0,1,0,0,0,0
5273,135 31  2,ZZ6,135,31,2,135,439021,7,2015,1387,4,1983,1000,32,30-34,5,0,2,0,0,2,1
5274,136  1  2,ZZ6,136,1,2,136,766915,7,2015,1387,4,1966,796,49,45-49,8,0,1,2,3,1,1
5275,136  2  2,ZZ6,136,2,2,136,766915,7,2015,1387,11,1985,1031,29,25-29,4,1,1,0,0,1,1
5276,136  3  3,ZZ6,136,3,3,136,766915,7,2015,1387,4,1980,964,35,35-39,5,1,1,1,0,2,0
5277,136  4  2,ZZ6,136,4,2,136,766915,7,2015,1387,4,1985,1024,30,30-34,7,3,0,1,1,1,1
5278,136  5  2,ZZ6,136,5,2,136,766915,7,2015,1387,7,1987,1051,28,25-29,6,2,2,0,0,0,2
5279,136  5  3,ZZ6,136,5,3,136,766915,7,2015,1387,2,1993,1118,22,20-24,2,0,1,0,0,0,1
5280,136  6  2,ZZ6,136,6,2,136,766915,7,2015,1387,4,1993,1120,22,20-24,2,1,1,0,0,0,0
5281,136  9  2,ZZ6,136,9,2,136,766915,7,2015,1387,12,1995,1152,19,15-19,0,0,0,0,0,0,0
5282,136 10  2,ZZ6,136,10,2,136,766915,7,2015,1387,1,1987,1045,28,25-29,3,3,0,0,0,0,0
5283,136 13  2,ZZ6,136,13,2,136,766915,7,2015,1387,8,1977,932,37,35-39,8,0,1,1,2,1,3
5284,136 14  2,ZZ6,136,14,2,136,766915,7,2015,1387,3,2000,1203,15,15-19,0,0,0,0,0,0,0
5285,136 15  2,ZZ6,136,15,2,136,766915,7,2015,1387,6,1988,1062,27,25-29,1,1,0,0,0,0,0
5286,136 16  2,ZZ6,136,16,2,136,766915,7,2015,1387,6,1970,846,45,45-49,4,2,1,0,1,0,0
5287,136 16  6,ZZ6,136,16,6,136,766915,7,2015,1387,2,1983,998,32,30-34,4,0,0,2,2,0,0
5288,136 17  2,ZZ6,136,17,2,136,766915,7,2015,1387,2,1977,926,38,35-39,8,1,1,2,0,3,1
5289,136 17  3,ZZ6,136,17,3,136,766915,7,2015,1387,5,1981,977,34,30-34,3,2,0,0,1,0,0
5290,136 17  5,ZZ6,136,17,5,136,766915,7,2015,1387,3,1987,1047,28,25-29,4,0,2,1,1,0,0
5291,136 18  2,ZZ6,136,18,2,136,766915,7,2015,1387,2,1985,1022,30,30-34,1,1,0,0,0,0,0
5292,136 19  1,ZZ6,136,19,1,136,766915,7,2015,1387,9,1995,1149,19,15-19,2,2,0,0,0,0,0
5293,136 20  1,ZZ6,136,20,1,136,766915,7,2015,1387,6,1995,1146,20,20-24,2,0,2,0,0,0,0
5294,136 21  2,ZZ6,136,21,2,136,766915,7,2015,1387,4,1995,1144,20,20-24,4,1,2,1,0,0,0
5295,136 22  6,ZZ6,136,22,6,136,766915,7,2015,1387,3,1990,1083,25,25-29,3,2,1,0,0,0,0
5296,136 24  1,ZZ6,136,24,1,136,766915,7,2015,1387,8,1979,956,35,35-39,10,1,1,0,0,6,2
5297,136 25  2,ZZ6,136,25,2,136,766915,7,2015,1387,6,1970,846,45,45-49,7,3,1,0,3,0,0
5298,136 26  3,ZZ6,136,26,3,136,766915,7,2015,1387,6,2000,1206,15,15-19,0,0,0,0,0,0,0
5299,136 26  4,ZZ6,136,26,4,136,766915,7,2015,1387,1,1998,1177,17,15-19,0,0,0,0,0,0,0
5300,136 27  1,ZZ6,136,27,1,136,766915,7,2015,1387,5,1986,1037,29,25-29,2,0,1,0,1,0,0
5301,136 28  1,ZZ6,136,28,1,136,766915,7,2015,1387,3,1980,963,35,35-39,4,0,3,0,0,1,0
5302,136 29  3,ZZ6,136,29,3,136,766915,7,2015,1387,12,1979,960,35,35-39,6,0,0,3,1,1,1
5303,137  3  1,ZZ6,137,3,1,137,1041063,6,2015,1386,3,1970,843,45,45-49,8,0,2,3,1,2,0
5304,137  4  3,ZZ6,137,4,3,137,1041063,6,2015,1386,11,1982,995,32,30-34,5,2,3,0,0,0,0
5305,137  5  2,ZZ6,137,5,2,137,1041063,6,2015,1386,4,1977,928,38,35-39,8,3,0,0,1,2,2
5306,137  6  5,ZZ6,137,6,5,137,1041063,6,2015,1386,1,1993,1117,22,20-24,2,0,2,0,0,0,0
5307,137  6  7,ZZ6,137,6,7,137,1041063,6,2015,1386,5,1988,1061,27,25-29,3,2,0,0,1,0,0
5308,137  7  2,ZZ6,137,7,2,137,1041063,6,2015,1386,1,1985,1021,30,30-34,4,1,2,1,0,0,0
5309,137  8  1,ZZ6,137,8,1,137,1041063,6,2015,1386,3,1988,1059,27,25-29,3,3,0,0,0,0,0
5310,137 10 11,ZZ6,137,10,11,137,1041063,6,2015,1386,4,1990,1084,25,25-29,1,0,0,0,0,0,1
5311,137 10 14,ZZ6,137,10,14,137,1041063,6,2015,1386,1,1975,901,40,40-44,4,0,0,1,3,0,0
5312,137 10 15,ZZ6,137,10,15,137,1041063,6,2015,1386,3,1980,963,35,35-39,4,1,1,0,0,1,1
5313,137 10 16,ZZ6,137,10,16,137,1041063,6,2015,1386,1,1995,1141,20,20-24,1,0,0,0,0,0,1
5314,137 11  2,ZZ6,137,11,2,137,1041063,6,2015,1386,12,1970,852,44,40-44,2,1,0,1,0,0,0
5315,137 11  4,ZZ6,137,11,4,137,1041063,6,2015,1386,2,1997,1166,18,15-19,1,1,0,0,0,0,0
5316,137 12  2,ZZ6,137,12,2,137,1041063,6,2015,1386,4,1985,1024,30,30-34,5,2,0,0,0,1,2
5317,137 12  3,ZZ6,137,12,3,137,1041063,6,2015,1386,9,1994,1137,20,20-24,2,1,0,0,0,1,0
5318,137 12  7,ZZ6,137,12,7,137,1041063,6,2015,1386,9,1993,1125,21,20-24,3,0,0,0,1,2,0
5319,137 13  4,ZZ6,137,13,4,137,1041063,6,2015,1386,12,1987,1056,27,25-29,3,0,1,1,1,0,0
5320,137 15  2,ZZ6,137,15,2,137,1041063,6,2015,1386,1,1991,1093,24,20-24,1,0,1,0,0,0,0
5321,137 16  2,ZZ6,137,16,2,137,1041063,6,2015,1386,9,1978,945,36,35-39,7,0,4,1,1,0,1
5322,137 16  4,ZZ6,137,16,4,137,1041063,6,2015,1386,12,1995,1152,19,15-19,1,1,0,0,0,0,0
5323,137 19  4,ZZ6,137,19,4,137,1041063,6,2015,1386,3,1998,1179,17,15-19,1,0,1,0,0,0,0
5324,137 19  5,ZZ6,137,19,5,137,1041063,6,2015,1386,4,1995,1144,20,20-24,1,0,1,0,0,0,0
5325,137 19  7,ZZ6,137,19,7,137,1041063,6,2015,1386,2,1996,1154,19,15-19,0,0,0,0,0,0,0
5326,137 20  2,ZZ6,137,20,2,137,1041063,6,2015,1386,5,1985,1025,30,30-34,4,0,1,0,1,2,0
5327,137 22  6,ZZ6,137,22,6,137,1041063,6,2015,1386,3,1980,963,35,35-39,5,2,2,0,0,1,0
5328,137 24  6,ZZ6,137,24,6,137,1041063,6,2015,1386,9,1985,1029,29,25-29,4,1,2,0,1,0,0
5329,137 24  7,ZZ6,137,24,7,137,1041063,6,2015,1386,2,1993,1118,22,20-24,2,0,1,0,0,1,0
5330,137 25  2,ZZ6,137,25,2,137,1041063,6,2015,1386,1,1981,973,34,30-34,9,3,3,1,0,2,0
5331,137 26  2,ZZ6,137,26,2,137,1041063,6,2015,1386,2,1969,830,46,45-49,10,3,0,1,4,2,0
5332,137 26  9,ZZ6,137,26,9,137,1041063,6,2015,1386,6,1997,1170,18,15-19,1,1,0,0,0,0,0
5333,137 26 10,ZZ6,137,26,10,137,1041063,6,2015,1386,1,1982,985,33,30-34,8,6,0,1,0,1,0
5334,137 27  2,ZZ6,137,27,2,137,1041063,6,2015,1386,3,1968,819,47,45-49,11,1,2,2,4,1,1
5335,137 28  2,ZZ6,137,28,2,137,1041063,6,2015,1386,12,1995,1152,19,15-19,0,0,0,0,0,0,0
5336,137 28  3,ZZ6,137,28,3,137,1041063,6,2015,1386,8,1989,1076,25,25-29,2,1,0,0,1,0,0
5337,137 31  2,ZZ6,137,31,2,137,1041063,6,2015,1386,4,1988,1060,27,25-29,2,0,2,0,0,0,0
5338,137 31  3,ZZ6,137,31,3,137,1041063,6,2015,1386,2,1982,986,33,30-34,0,0,0,0,0,0,0
5339,137 31  4,ZZ6,137,31,4,137,1041063,6,2015,1386,6,1997,1170,18,15-19,1,0,1,0,0,0,0
5340,138  1  2,ZZ6,138,1,2,138,354406,8,2015,1388,6,1977,930,38,35-39,5,1,3,1,0,0,0
5341,138  1  3,ZZ6,138,1,3,138,354406,8,2015,1388,3,1996,1155,19,15-19,0,0,0,0,0,0,0
5342,138  2  2,ZZ6,138,2,2,138,354406,8,2015,1388,3,1995,1143,20,20-24,1,0,1,0,0,0,0
5343,138  3  5,ZZ6,138,3,5,138,354406,8,2015,1388,4,1997,1168,18,15-19,0,0,0,0,0,0,0
5344,138  3  6,ZZ6,138,3,6,138,354406,8,2015,1388,7,1969,835,46,45-49,5,1,1,2,1,0,0
5345,138  4  1,ZZ6,138,4,1,138,354406,8,2015,1388,6,1975,906,40,40-44,3,1,2,0,0,0,0
5346,138  5  1,ZZ6,138,5,1,138,354406,8,2015,1388,6,1969,834,46,45-49,6,1,1,0,2,1,1
5347,138  6  4,ZZ6,138,6,4,138,354406,8,2015,1388,6,1995,1146,20,20-24,1,1,0,0,0,0,0
5348,138  7  1,ZZ6,138,7,1,138,354406,8,2015,1388,7,1968,823,47,45-49,9,3,3,0,0,1,2
5349,138  7  2,ZZ6,138,7,2,138,354406,8,2015,1388,4,1985,1024,30,30-34,3,0,1,0,2,0,0
5350,138  7  6,ZZ6,138,7,6,138,354406,8,2015,1388,3,2000,1203,15,15-19,0,0,0,0,0,0,0
5351,138  8  3,ZZ6,138,8,3,138,354406,8,2015,1388,8,1967,812,48,45-49,6,1,0,1,2,2,0
5352,138  9  2,ZZ6,138,9,2,138,354406,8,2015,1388,3,1975,903,40,40-44,6,3,3,0,0,0,0
5353,138  9  3,ZZ6,138,9,3,138,354406,8,2015,1388,4,1978,940,37,35-39,4,3,1,0,0,0,0
5354,138  9  4,ZZ6,138,9,4,138,354406,8,2015,1388,7,1996,1159,19,15-19,0,0,0,0,0,0,0
5355,138  9  5,ZZ6,138,9,5,138,354406,8,2015,1388,2,1999,1190,16,15-19,0,0,0,0,0,0,0
5356,138 10  2,ZZ6,138,10,2,138,354406,8,2015,1388,3,1978,939,37,35-39,6,2,4,0,0,0,0
5357,138 10  3,ZZ6,138,10,3,138,354406,8,2015,1388,8,1975,908,40,40-44,6,2,1,1,1,0,1
5358,138 10  4,ZZ6,138,10,4,138,354406,8,2015,1388,8,1999,1196,16,15-19,0,0,0,0,0,0,0
5359,138 10  5,ZZ6,138,10,5,138,354406,8,2015,1388,6,1997,1170,18,15-19,2,0,0,1,0,1,0
5360,138 10 12,ZZ6,138,10,12,138,354406,8,2015,1388,4,1997,1168,18,15-19,0,0,0,0,0,0,0
5361,138 12  2,ZZ6,138,12,2,138,354406,8,2015,1388,6,1977,930,38,35-39,3,1,2,0,0,0,0
5362,138 12  8,ZZ6,138,12,8,138,354406,8,2015,1388,2,1997,1166,18,15-19,0,0,0,0,0,0,0
5363,138 14  2,ZZ6,138,14,2,138,354406,8,2015,1388,4,1995,1144,20,20-24,1,1,0,0,0,0,0
5364,138 15  1,ZZ6,138,15,1,138,354406,8,2015,1388,3,1973,879,42,40-44,6,1,0,2,2,0,1
5365,138 15  4,ZZ6,138,15,4,138,354406,8,2015,1388,3,1998,1179,17,15-19,0,0,0,0,0,0,0
5366,138 16  1,ZZ6,138,16,1,138,354406,8,2015,1388,9,1967,813,47,45-49,7,0,3,1,1,1,1
5367,138 16  2,ZZ6,138,16,2,138,354406,8,2015,1388,7,1995,1147,20,20-24,3,0,1,0,0,0,2
5368,138 17  2,ZZ6,138,17,2,138,354406,8,2015,1388,1,1983,997,32,30-34,6,2,1,1,1,0,1
5369,138 17  3,ZZ6,138,17,3,138,354406,8,2015,1388,4,2000,1204,15,15-19,0,0,0,0,0,0,0
5370,138 18  3,ZZ6,138,18,3,138,354406,8,2015,1388,8,1986,1040,29,25-29,1,1,0,0,0,0,0
5371,138 18  4,ZZ6,138,18,4,138,354406,8,2015,1388,6,1995,1146,20,20-24,0,0,0,0,0,0,0
5372,138 19  2,ZZ6,138,19,2,138,354406,8,2015,1388,6,1967,810,48,45-49,10,0,0,3,2,1,4
5373,138 19  3,ZZ6,138,19,3,138,354406,8,2015,1388,3,1995,1143,20,20-24,2,1,1,0,0,0,0
5374,138 20  2,ZZ6,138,20,2,138,354406,8,2015,1388,4,1982,988,33,30-34,2,0,1,1,0,0,0
5375,138 21  2,ZZ6,138,21,2,138,354406,8,2015,1388,5,1993,1121,22,20-24,0,0,0,0,0,0,0
5376,138 22  1,ZZ6,138,22,1,138,354406,8,2015,1388,6,1995,1146,20,20-24,2,0,0,0,2,0,0
5377,138 23  2,ZZ6,138,23,2,138,354406,8,2015,1388,2,1969,830,46,45-49,4,1,1,1,1,0,0
5378,138 23  3,ZZ6,138,23,3,138,354406,8,2015,1388,7,1991,1099,24,20-24,1,0,1,0,0,0,0
5379,138 23  5,ZZ6,138,23,5,138,354406,8,2015,1388,5,1998,1181,17,15-19,1,1,0,0,0,0,0
5380,138 24  7,ZZ6,138,24,7,138,354406,8,2015,1388,2,1992,1106,23,20-24,1,1,0,0,0,0,0
5381,138 25  2,ZZ6,138,25,2,138,354406,8,2015,1388,3,1981,975,34,30-34,5,3,0,2,0,0,0
5382,138 25  6,ZZ6,138,25,6,138,354406,8,2015,1388,5,1995,1145,20,20-24,1,1,0,0,0,0,0
5383,138 26  1,ZZ6,138,26,1,138,354406,8,2015,1388,6,1970,846,45,45-49,5,0,2,0,0,1,2
5384,138 26  2,ZZ6,138,26,2,138,354406,8,2015,1388,4,1997,1168,18,15-19,0,0,0,0,0,0,0
5385,138 27 10,ZZ6,138,27,10,138,354406,8,2015,1388,6,1995,1146,20,20-24,1,0,1,0,0,0,0
5386,138 28  4,ZZ6,138,28,4,138,354406,8,2015,1388,3,1997,1167,18,15-19,0,0,0,0,0,0,0
5387,138 29  2,ZZ6,138,29,2,138,354406,8,2015,1388,4,1977,928,38,35-39,3,2,0,1,0,0,0
5388,138 30  6,ZZ6,138,30,6,138,354406,8,2015,1388,2,1995,1142,20,20-24,0,0,0,0,0,0,0
5389,138 30  8,ZZ6,138,30,8,138,354406,8,2015,1388,8,1990,1088,25,25-29,6,1,0,0,0,3,2
5390,138 31  2,ZZ6,138,31,2,138,354406,8,2015,1388,1,1970,841,45,45-49,7,2,1,2,1,1,0
5391,138 31  7,ZZ6,138,31,7,138,354406,8,2015,1388,6,1998,1182,17,15-19,1,1,0,0,0,0,0
5392,139  1  1,ZZ6,139,1,1,139,1349258,7,2015,1387,2,1966,794,49,45-49,6,2,0,1,1,2,0
5393,139  2  2,ZZ6,139,2,2,139,1349258,7,2015,1387,9,1990,1089,24,20-24,2,2,0,0,0,0,0
5394,139  2  6,ZZ6,139,2,6,139,1349258,7,2015,1387,9,1997,1173,17,15-19,0,0,0,0,0,0,0
5395,139  3  2,ZZ6,139,3,2,139,1349258,7,2015,1387,6,1989,1074,26,25-29,2,2,0,0,0,0,0
5396,139  4  2,ZZ6,139,4,2,139,1349258,7,2015,1387,6,1991,1098,24,20-24,2,1,1,0,0,0,0
5397,139  5  2,ZZ6,139,5,2,139,1349258,7,2015,1387,3,1987,1047,28,25-29,3,0,2,1,0,0,0
5398,139  5  3,ZZ6,139,5,3,139,1349258,7,2015,1387,2,1991,1094,24,20-24,3,1,1,0,1,0,0
5399,139  5  4,ZZ6,139,5,4,139,1349258,7,2015,1387,4,2000,1204,15,15-19,0,0,0,0,0,0,0
5400,139  6  2,ZZ6,139,6,2,139,1349258,7,2015,1387,5,1986,1037,29,25-29,4,2,2,0,0,0,0
5401,139  7  2,ZZ6,139,7,2,139,1349258,7,2015,1387,9,1994,1137,20,20-24,2,1,1,0,0,0,0
5402,139  8  2,ZZ6,139,8,2,139,1349258,7,2015,1387,5,1991,1097,24,20-24,2,1,0,0,0,0,1
5403,139  9  1,ZZ6,139,9,1,139,1349258,7,2015,1387,9,1977,933,37,35-39,5,2,0,0,2,1,0
5404,139 10  1,ZZ6,139,10,1,139,1349258,7,2015,1387,11,1986,1043,28,25-29,4,1,2,0,0,0,1
5405,139 12  2,ZZ6,139,12,2,139,1349258,7,2015,1387,6,1983,1002,32,30-34,4,2,2,0,0,0,0
5406,139 14  1,ZZ6,139,14,1,139,1349258,7,2015,1387,6,1976,918,39,35-39,5,2,2,0,0,1,0
5407,139 16  2,ZZ6,139,16,2,139,1349258,7,2015,1387,8,1965,788,49,45-49,11,2,0,3,2,3,1
5408,139 17  3,ZZ6,139,17,3,139,1349258,7,2015,1387,4,1995,1144,20,20-24,3,1,2,0,0,0,0
5409,139 17  6,ZZ6,139,17,6,139,1349258,7,2015,1387,12,1993,1128,21,20-24,1,0,1,0,0,0,0
5410,139 18  2,ZZ6,139,18,2,139,1349258,7,2015,1387,6,1988,1062,27,25-29,1,1,0,0,0,0,0
5411,139 19  2,ZZ6,139,19,2,139,1349258,7,2015,1387,12,1990,1092,24,20-24,2,0,2,0,0,0,0
5412,139 20  2,ZZ6,139,20,2,139,1349258,7,2015,1387,1,1990,1081,25,25-29,2,1,1,0,0,0,0
5413,139 21  2,ZZ6,139,21,2,139,1349258,7,2015,1387,12,1988,1068,26,25-29,3,1,2,0,0,0,0
5414,139 23  2,ZZ6,139,23,2,139,1349258,7,2015,1387,3,1987,1047,28,25-29,2,2,0,0,0,0,0
5415,139 25  2,ZZ6,139,25,2,139,1349258,7,2015,1387,7,1989,1075,26,25-29,4,0,2,0,0,2,0
5416,139 26  3,ZZ6,139,26,3,139,1349258,7,2015,1387,3,1970,843,45,45-49,6,3,2,0,0,0,1
5417,139 27  4,ZZ6,139,27,4,139,1349258,7,2015,1387,2,1999,1190,16,15-19,0,0,0,0,0,0,0
5418,139 28  2,ZZ6,139,28,2,139,1349258,7,2015,1387,5,1989,1073,26,25-29,3,1,1,0,1,0,0
5419,139 29  2,ZZ6,139,29,2,139,1349258,7,2015,1387,3,1989,1071,26,25-29,1,1,0,0,0,0,0
5420,139 30  2,ZZ6,139,30,2,139,1349258,7,2015,1387,8,1995,1148,19,15-19,1,0,1,0,0,0,0
5421,139 31  2,ZZ6,139,31,2,139,1349258,7,2015,1387,10,1979,958,35,35-39,7,1,1,2,1,0,2
5422,140  1  2,ZZ6,140,1,2,140,615204,7,2015,1387,5,1981,977,34,30-34,4,2,2,0,0,0,0
5423,140  2  2,ZZ6,140,2,2,140,615204,7,2015,1387,3,1990,1083,25,25-29,0,0,0,0,0,0,0
5424,140  4  2,ZZ6,140,4,2,140,615204,7,2015,1387,2,1989,1070,26,25-29,3,1,2,0,0,0,0
5425,140  5  2,ZZ6,140,5,2,140,615204,7,2015,1387,3,1975,903,40,40-44,5,2,3,0,0,0,0
5426,140  5  5,ZZ6,140,5,5,140,615204,7,2015,1387,6,2000,1206,15,15-19,0,0,0,0,0,0,0
5427,140  7  2,ZZ6,140,7,2,140,615204,7,2015,1387,3,1983,999,32,30-34,4,2,2,0,0,0,0
5428,140  8  2,ZZ6,140,8,2,140,615204,7,2015,1387,6,1992,1110,23,20-24,1,1,0,0,0,0,0
5429,140 11  2,ZZ6,140,11,2,140,615204,7,2015,1387,2,1990,1082,25,25-29,2,2,0,0,0,0,0
5430,140 11  9,ZZ6,140,11,9,140,615204,7,2015,1387,10,1996,1162,18,15-19,0,0,0,0,0,0,0
5431,140 14  2,ZZ6,140,14,2,140,615204,7,2015,1387,4,1996,1156,19,15-19,1,1,0,0,0,0,0
5432,140 15  2,ZZ6,140,15,2,140,615204,7,2015,1387,7,1994,1135,21,20-24,0,0,0,0,0,0,0
5433,140 16  1,ZZ6,140,16,1,140,615204,7,2015,1387,9,1973,885,41,40-44,3,1,1,1,0,0,0
5434,140 17  2,ZZ6,140,17,2,140,615204,7,2015,1387,12,1986,1044,28,25-29,3,3,0,0,0,0,0
5435,140 19  3,ZZ6,140,19,3,140,615204,7,2015,1387,4,1990,1084,25,25-29,1,1,0,0,0,0,0
5436,140 20  2,ZZ6,140,20,2,140,615204,7,2015,1387,7,1996,1159,19,15-19,1,0,1,0,0,0,0
5437,140 21  2,ZZ6,140,21,2,140,615204,7,2015,1387,1,1987,1045,28,25-29,1,0,1,0,0,0,0
5438,140 24  2,ZZ6,140,24,2,140,615204,7,2015,1387,4,1970,844,45,45-49,4,0,0,3,1,0,0
5439,140 25  1,ZZ6,140,25,1,140,615204,7,2015,1387,5,1995,1145,20,20-24,1,1,0,0,0,0,0
5440,140 26  2,ZZ6,140,26,2,140,615204,7,2015,1387,6,1990,1086,25,25-29,4,2,2,0,0,0,0
5441,140 28  1,ZZ6,140,28,1,140,615204,7,2015,1387,1,1983,997,32,30-34,4,1,3,0,0,0,0
5442,140 28  3,ZZ6,140,28,3,140,615204,7,2015,1387,2,2000,1202,15,15-19,0,0,0,0,0,0,0
5443,140 29  3,ZZ6,140,29,3,140,615204,7,2015,1387,2,1983,998,32,30-34,5,3,2,0,0,0,0
5444,140 30  2,ZZ6,140,30,2,140,615204,7,2015,1387,1,1997,1165,18,15-19,0,0,0,0,0,0,0
5445,141  1  2,ZZ6,141,1,2,141,1391457,9,2015,1389,3,1976,915,39,35-39,5,3,1,0,0,0,1
5446,141  1  3,ZZ6,141,1,3,141,1391457,9,2015,1389,3,1998,1179,17,15-19,0,0,0,0,0,0,0
5447,141  2  2,ZZ6,141,2,2,141,1391457,9,2015,1389,6,1970,846,45,45-49,5,0,1,2,0,0,2
5448,141  4  1,ZZ6,141,4,1,141,1391457,9,2015,1389,4,1982,988,33,30-34,2,1,1,0,0,0,0
5449,141  4  3,ZZ6,141,4,3,141,1391457,9,2015,1389,4,2000,1204,15,15-19,0,0,0,0,0,0,0
5450,141  5  2,ZZ6,141,5,2,141,1391457,9,2015,1389,7,1995,1147,20,20-24,0,0,0,0,0,0,0
5451,141  6  2,ZZ6,141,6,2,141,1391457,9,2015,1389,6,1987,1050,28,25-29,3,1,0,1,0,0,1
5452,141  6  3,ZZ6,141,6,3,141,1391457,9,2015,1389,6,1985,1026,30,30-34,4,0,1,1,0,1,1
5453,141  6  6,ZZ6,141,6,6,141,1391457,9,2015,1389,2,1998,1178,17,15-19,1,0,0,0,0,0,1
5454,141  7  4,ZZ6,141,7,4,141,1391457,9,2015,1389,5,1988,1061,27,25-29,3,0,2,0,1,0,0
5455,141  8  2,ZZ6,141,8,2,141,1391457,9,2015,1389,4,1970,844,45,45-49,8,3,4,1,0,0,0
5456,141  8  3,ZZ6,141,8,3,141,1391457,9,2015,1389,5,1995,1145,20,20-24,0,0,0,0,0,0,0
5457,141  8  4,ZZ6,141,8,4,141,1391457,9,2015,1389,2,1990,1082,25,25-29,0,0,0,0,0,0,0
5458,141  9  2,ZZ6,141,9,2,141,1391457,9,2015,1389,5,1971,857,44,40-44,2,0,0,1,1,0,0
5459,141  9  4,ZZ6,141,9,4,141,1391457,9,2015,1389,3,1997,1167,18,15-19,1,1,0,0,0,0,0
5460,141 11  4,ZZ6,141,11,4,141,1391457,9,2015,1389,2,1996,1154,19,15-19,1,0,1,0,0,0,0
5461,141 13  2,ZZ6,141,13,2,141,1391457,9,2015,1389,4,1993,1120,22,20-24,3,2,0,0,0,1,0
5462,141 14  2,ZZ6,141,14,2,141,1391457,9,2015,1389,11,1992,1115,22,20-24,2,0,2,0,0,0,0
5463,141 16  2,ZZ6,141,16,2,141,1391457,9,2015,1389,9,2000,1209,15,15-19,0,0,0,0,0,0,0
5464,141 17  5,ZZ6,141,17,5,141,1391457,9,2015,1389,4,2000,1204,15,15-19,0,0,0,0,0,0,0
5465,141 20  2,ZZ6,141,20,2,141,1391457,9,2015,1389,5,1980,965,35,35-39,8,2,1,1,0,0,4
5466,141 20  8,ZZ6,141,20,8,141,1391457,9,2015,1389,8,1966,800,49,45-49,0,0,0,0,0,0,0
5467,141 21  2,ZZ6,141,21,2,141,1391457,9,2015,1389,7,1988,1063,27,25-29,1,0,0,0,0,0,1
5468,141 21  3,ZZ6,141,21,3,141,1391457,9,2015,1389,6,1985,1026,30,30-34,4,0,1,0,1,0,2
5469,141 21  4,ZZ6,141,21,4,141,1391457,9,2015,1389,1,1970,841,45,45-49,6,1,1,1,2,0,1
5470,141 22  2,ZZ6,141,22,2,141,1391457,9,2015,1389,3,1989,1071,26,25-29,1,1,0,0,0,0,0
5471,141 23  2,ZZ6,141,23,2,141,1391457,9,2015,1389,2,1979,950,36,35-39,3,0,1,1,1,0,0
5472,141 23  4,ZZ6,141,23,4,141,1391457,9,2015,1389,11,1997,1175,17,15-19,0,0,0,0,0,0,0
5473,141 24  2,ZZ6,141,24,2,141,1391457,9,2015,1389,2,1985,1022,30,30-34,4,1,2,0,0,1,0
5474,141 25  9,ZZ6,141,25,9,141,1391457,9,2015,1389,2,1972,866,43,40-44,0,0,0,0,0,0,0
5475,141 26  4,ZZ6,141,26,4,141,1391457,9,2015,1389,2,1997,1166,18,15-19,0,0,0,0,0,0,0
5476,141 27  2,ZZ6,141,27,2,141,1391457,9,2015,1389,7,1987,1051,28,25-29,4,3,0,0,0,0,1
5477,141 27  3,ZZ6,141,27,3,141,1391457,9,2015,1389,3,1989,1071,26,25-29,1,0,0,0,0,0,1
5478,141 27  4,ZZ6,141,27,4,141,1391457,9,2015,1389,8,2000,1208,15,15-19,0,0,0,0,0,0,0
5479,141 28  2,ZZ6,141,28,2,141,1391457,9,2015,1389,5,1981,977,34,30-34,4,1,0,1,1,0,1
5480,141 29  1,ZZ6,141,29,1,141,1391457,9,2015,1389,6,1975,906,40,40-44,1,0,1,0,0,0,0
5481,141 29  3,ZZ6,141,29,3,141,1391457,9,2015,1389,1,1995,1141,20,20-24,2,0,2,0,0,0,0
5482,141 29  5,ZZ6,141,29,5,141,1391457,9,2015,1389,4,1999,1192,16,15-19,0,0,0,0,0,0,0
5483,141 30  2,ZZ6,141,30,2,141,1391457,9,2015,1389,2,1977,926,38,35-39,4,1,1,1,0,0,1
5484,142  1  2,ZZ6,142,1,2,142,1918870,7,2015,1387,10,1995,1150,19,15-19,1,0,1,0,0,0,0
5485,142  1  6,ZZ6,142,1,6,142,1918870,7,2015,1387,9,1995,1149,19,15-19,1,0,1,0,0,0,0
5486,142  2  2,ZZ6,142,2,2,142,1918870,7,2015,1387,6,1985,1026,30,30-34,3,1,1,0,0,1,0
5487,142  2  3,ZZ6,142,2,3,142,1918870,7,2015,1387,3,1966,795,49,45-49,6,4,1,0,0,0,1
