,hhid,Country code and phase,Cluster number,Household number,Respondent's line number,Ultimate area unit,Household sample weight,Month of interview,Year of interview,Date of interview,Number of household members,Number of eligible women in household,Number of eligible men in household,Number of de jure members,Number of de facto members,Number of children 5 and under (de jure),Result of household interview,Day of interview,Number of visits,Interviewer identification,Keyer identification,Ever-married sample,Primary sampling unit,Sample strata for sampling errors,Stratification used in sample design,Region,Type of place of residence,Place of residence,Household selected for male interview,Household weight for male subsample,Field supervisor,Field editor,Office editor,Number of eligible children for height and weight,Cluster altitude in meters,Total adults measured,Household selected for hemoglobin,Household selected for Domestic Violence module,Source of drinking water,Source of non-drinking water,Time to get to water source (minutes),Type of toilet facility,Has electricity,Has radio,Age of head of household
3852,133 13,ZZ6,133,13,1,133,1232897,7,2015,1387,4,1,0,4,4,1,completed,2,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,no,35
3853,133 14,ZZ6,133,14,1,133,1232897,7,2015,1387,9,3,0,9,9,3,completed,1,1,24,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,unprotected spring,NA,45,no facility/bush/field,no,yes,46
3854,133 15,ZZ6,133,15,1,133,1232897,6,2015,1386,6,1,1,6,6,2,completed,30,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,2,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,no facility/bush/field,no,yes,35
3855,133 16,ZZ6,133,16,1,133,1232897,7,2015,1387,5,1,0,5,5,1,completed,2,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,1,NA,1,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,25,no facility/bush/field,no,no,61
3856,133 17,ZZ6,133,17,1,133,1232897,6,2015,1386,8,2,1,8,8,3,completed,30,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,3,NA,3,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,no facility/bush/field,no,no,45
3857,133 18,ZZ6,133,18,1,133,1232897,6,2015,1386,9,1,2,9,9,2,completed,30,1,24,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,2,NA,3,selected,household selected,unprotected spring,NA,60,no facility/bush/field,no,yes,32
3858,133 19,ZZ6,133,19,1,133,1232897,7,2015,1387,10,3,0,10,10,2,completed,2,2,24,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,unprotected spring,NA,,pit latrine with slab,no,yes,41
3859,133 20,ZZ6,133,20,1,133,1232897,7,2015,1387,5,1,0,5,5,0,completed,1,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,no facility/bush/field,no,yes,39
3860,133 21,ZZ6,133,21,1,133,1232897,7,2015,1387,2,0,0,2,2,0,completed,2,1,24,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,pit latrine without slab/open pit,no,no,71
3861,133 22,ZZ6,133,22,1,133,1232897,6,2015,1386,6,1,1,6,5,2,completed,30,1,24,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,2,NA,2,selected,household selected,unprotected well,NA,35,no facility/bush/field,no,no,40
3862,133 23,ZZ6,133,23,1,133,1232897,6,2015,1386,6,1,1,6,6,2,completed,30,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,1,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,no facility/bush/field,no,no,30
3863,133 25,ZZ6,133,25,1,133,1232897,6,2015,1386,7,2,2,7,7,2,completed,30,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,2,NA,4,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,yes,20
3864,133 26,ZZ6,133,26,1,133,1232897,6,2015,1386,5,1,2,5,5,1,completed,30,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,1,NA,3,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,40,no facility/bush/field,no,no,25
3865,133 27,ZZ6,133,27,2,133,1232897,7,2015,1387,10,2,0,10,10,2,completed,1,2,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,unprotected spring,NA,45,pit latrine with slab,no,yes,45
3866,133 28,ZZ6,133,28,1,133,1232897,7,2015,1387,6,1,0,6,6,1,completed,1,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,no facility/bush/field,no,yes,40
3867,133 29,ZZ6,133,29,1,133,1232897,7,2015,1387,4,1,0,4,4,1,completed,1,1,24,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,men's survey,1412740,21,22,6,1,NA,1,selected,household selected,unprotected well,NA,,pit latrine without slab/open pit,no,yes,61
3868,133 30,ZZ6,133,30,1,133,1232897,6,2015,1386,5,1,0,5,5,1,completed,30,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,yes,60
3869,133 31,ZZ6,133,31,1,133,1232897,7,2015,1387,5,0,0,5,4,2,completed,2,1,26,7,all woman sample,133,5,region 4 - rural,region 4,rural,NA,not selected,0,21,22,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,no facility/bush/field,no,no,30
3870,134  1,ZZ6,134,1,2,134,781145,7,2015,1387,10,3,0,10,10,1,completed,8,1,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,20,hanging toilet/latrine,no,no,35
3871,134  2,ZZ6,134,2,2,134,781145,7,2015,1387,9,1,0,9,9,3,completed,9,2,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,30,hanging toilet/latrine,no,yes,46
3872,134  3,ZZ6,134,3,1,134,781145,7,2015,1387,3,0,0,3,3,0,completed,11,3,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,0,NA,0,selected,household selected,tube well or borehole,NA,10,no facility/bush/field,no,no,60
3873,134  4,ZZ6,134,4,1,134,781145,7,2015,1387,6,1,0,6,6,2,completed,9,1,174,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,2,NA,1,selected,household selected,tube well or borehole,NA,10,hanging toilet/latrine,no,yes,70
3874,134  5,ZZ6,134,5,2,134,781145,7,2015,1387,3,1,0,3,3,1,completed,10,1,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,7,ventilated improved pit latrine (vip),no,no,25
3875,134  6,ZZ6,134,6,1,134,781145,7,2015,1387,16,4,3,16,16,2,completed,8,1,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,2,NA,7,selected,household selected,tube well or borehole,NA,8,pit latrine without slab/open pit,no,yes,60
3876,134  7,ZZ6,134,7,1,134,781145,7,2015,1387,1,0,1,1,1,0,completed,10,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,0,NA,1,selected,household selected,tube well or borehole,NA,10,no facility/bush/field,no,no,18
3877,134  8,ZZ6,134,8,1,134,781145,7,2015,1387,7,0,0,7,7,0,completed,10,1,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,0,NA,0,selected,household selected,tube well or borehole,NA,20,no facility/bush/field,no,no,62
3878,134  9,ZZ6,134,9,2,134,781145,7,2015,1387,5,1,0,5,5,0,completed,9,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,8,no facility/bush/field,no,no,53
3879,134 10,ZZ6,134,10,1,134,781145,7,2015,1387,4,1,1,4,4,2,completed,8,1,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,2,NA,2,selected,household selected,tube well or borehole,NA,20,no facility/bush/field,no,no,27
3880,134 11,ZZ6,134,11,1,134,781145,7,2015,1387,8,1,0,8,8,3,completed,8,1,192,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,protected well,NA,5,pit latrine without slab/open pit,no,yes,65
3881,134 12,ZZ6,134,12,5,134,781145,7,2015,1387,5,1,1,5,5,1,completed,8,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,1,NA,2,selected,household selected,unprotected well,NA,5,no facility/bush/field,no,yes,64
3882,134 14,ZZ6,134,14,1,134,781145,7,2015,1387,6,2,1,6,6,2,completed,10,1,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,0,NA,3,selected,household selected,tube well or borehole,NA,15,hanging toilet/latrine,no,no,39
3883,134 15,ZZ6,134,15,6,134,781145,7,2015,1387,9,3,2,9,9,1,completed,9,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,1,NA,5,selected,household selected,tube well or borehole,NA,10,no facility/bush/field,no,no,75
3884,134 16,ZZ6,134,16,1,134,781145,7,2015,1387,7,1,0,7,7,2,completed,8,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,unprotected well,NA,10,no facility/bush/field,no,yes,42
3885,134 17,ZZ6,134,17,2,134,781145,7,2015,1387,7,1,0,7,7,2,completed,9,1,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,20,no facility/bush/field,no,no,40
3886,134 18,ZZ6,134,18,1,134,781145,7,2015,1387,12,1,0,12,12,1,completed,9,1,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,10,hanging toilet/latrine,no,no,45
3887,134 19,ZZ6,134,19,1,134,781145,7,2015,1387,8,2,1,8,8,3,completed,10,1,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,3,NA,3,selected,household selected,tube well or borehole,NA,15,no facility/bush/field,no,no,28
3888,134 20,ZZ6,134,20,1,134,781145,7,2015,1387,8,2,3,8,8,0,completed,10,1,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,0,NA,5,selected,household selected,protected well,NA,0,no facility/bush/field,no,yes,70
3889,134 21,ZZ6,134,21,1,134,781145,7,2015,1387,4,1,1,4,4,2,completed,10,2,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,2,NA,2,selected,household selected,tube well or borehole,NA,20,hanging toilet/latrine,no,no,31
3890,134 22,ZZ6,134,22,1,134,781145,7,2015,1387,1,0,1,1,1,0,completed,10,1,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,0,NA,1,selected,household selected,tube well or borehole,NA,10,ventilated improved pit latrine (vip),no,no,51
3891,134 23,ZZ6,134,23,1,134,781145,7,2015,1387,6,0,0,6,6,0,completed,10,1,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,20,hanging toilet/latrine,no,no,45
3892,134 24,ZZ6,134,24,2,134,781145,7,2015,1387,5,1,0,5,5,0,completed,9,1,194,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,60,hanging toilet/latrine,no,no,55
3893,134 25,ZZ6,134,25,1,134,781145,7,2015,1387,2,1,0,2,2,0,completed,8,1,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,20,no facility/bush/field,no,no,60
3894,134 26,ZZ6,134,26,1,134,781145,7,2015,1387,1,0,1,1,1,0,completed,8,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,0,NA,1,selected,household selected,unprotected well,NA,20,no facility/bush/field,no,no,40
3895,134 27,ZZ6,134,27,2,134,781145,7,2015,1387,6,1,0,6,5,1,completed,11,2,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,5,pit latrine without slab/open pit,no,no,38
3896,134 28,ZZ6,134,28,1,134,781145,7,2015,1387,5,1,0,5,5,3,completed,9,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,10,pit latrine with slab,no,yes,42
3897,134 29,ZZ6,134,29,1,134,781145,7,2015,1387,5,1,0,5,5,0,completed,9,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,15,ventilated improved pit latrine (vip),no,yes,62
3898,134 30,ZZ6,134,30,3,134,781145,7,2015,1387,7,2,0,7,7,3,completed,10,1,196,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,men's survey,616582,191,192,1,2,NA,2,selected,household selected,unprotected well,NA,10,no facility/bush/field,no,yes,60
3899,134 31,ZZ6,134,31,2,134,781145,7,2015,1387,6,1,0,6,6,2,completed,9,2,195,19,all woman sample,134,6,region 2 - urban,region 2,urban,NA,not selected,0,191,192,1,0,NA,0,not selected,household selected,tube well or borehole,NA,10,ventilated improved pit latrine (vip),no,yes,60
3900,135  1,ZZ6,135,1,1,135,444480,7,2015,1387,7,1,1,7,7,1,completed,22,1,44,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,1,NA,2,selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,yes,52
3901,135  2,ZZ6,135,2,1,135,444480,7,2015,1387,5,1,0,5,5,0,completed,21,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,public tap/standpipe,NA,60,pit latrine with slab,no,yes,59
3902,135  3,ZZ6,135,3,1,135,444480,7,2015,1387,5,0,1,5,5,0,completed,21,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,0,NA,1,selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,yes,61
3903,135  4,ZZ6,135,4,2,135,444480,7,2015,1387,6,1,0,6,6,1,completed,21,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,5,pit latrine without slab/open pit,yes,yes,68
3904,135  5,ZZ6,135,5,1,135,444480,7,2015,1387,1,0,1,1,1,0,completed,21,1,44,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,0,NA,1,selected,household selected,protected well,NA,30,pit latrine without slab/open pit,no,yes,38
3905,135  6,ZZ6,135,6,1,135,444480,7,2015,1387,7,1,2,7,7,0,completed,21,1,44,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,0,NA,3,selected,household selected,public tap/standpipe,NA,35,pit latrine without slab/open pit,no,no,48
3906,135  7,ZZ6,135,7,1,135,444480,7,2015,1387,12,2,0,12,12,3,completed,21,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,public tap/standpipe,NA,30,pit latrine without slab/open pit,no,yes,63
3907,135  8,ZZ6,135,8,1,135,444480,7,2015,1387,5,2,0,5,5,2,completed,22,1,44,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,yes,40
3908,135  9,ZZ6,135,9,1,135,444480,7,2015,1387,7,1,0,7,7,3,completed,22,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,3,NA,1,selected,household selected,protected well,NA,7,pit latrine without slab/open pit,no,no,73
3909,135 11,ZZ6,135,11,1,135,444480,7,2015,1387,3,1,0,3,3,1,completed,21,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,1,NA,1,selected,household selected,public tap/standpipe,NA,30,pit latrine without slab/open pit,no,no,33
3910,135 12,ZZ6,135,12,2,135,444480,7,2015,1387,6,2,0,6,6,2,completed,22,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,2,NA,2,selected,household selected,protected well,NA,10,no facility/bush/field,no,yes,65
3911,135 13,ZZ6,135,13,1,135,444480,7,2015,1387,3,1,0,3,2,0,completed,22,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,0,NA,2,selected,household selected,public tap/standpipe,NA,5,pit latrine without slab/open pit,no,yes,25
3912,135 14,ZZ6,135,14,1,135,444480,7,2015,1387,9,2,2,9,9,3,completed,22,1,44,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,3,NA,4,selected,household selected,protected well,NA,15,pit latrine without slab/open pit,no,yes,39
3913,135 15,ZZ6,135,15,1,135,444480,7,2015,1387,6,1,0,5,6,2,completed,21,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,10,pit latrine without slab/open pit,no,no,65
3914,135 16,ZZ6,135,16,1,135,444480,7,2015,1387,5,1,1,5,5,2,completed,22,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,2,NA,2,selected,household selected,protected well,NA,0,ventilated improved pit latrine (vip),no,yes,29
3915,135 17,ZZ6,135,17,1,135,444480,7,2015,1387,3,1,0,3,3,0,completed,21,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,no,42
3916,135 18,ZZ6,135,18,1,135,444480,7,2015,1387,3,0,0,3,3,0,completed,22,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,public tap/standpipe,NA,10,no facility/bush/field,no,yes,73
3917,135 19,ZZ6,135,19,1,135,444480,7,2015,1387,8,1,0,8,8,1,completed,22,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,yes,40
3918,135 20,ZZ6,135,20,1,135,444480,7,2015,1387,7,1,0,7,7,2,completed,21,1,44,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,2,NA,1,selected,household selected,protected well,NA,15,pit latrine without slab/open pit,no,yes,65
3919,135 21,ZZ6,135,21,1,135,444480,7,2015,1387,1,0,0,1,1,0,completed,21,2,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,public tap/standpipe,NA,20,ventilated improved pit latrine (vip),no,yes,67
3920,135 22,ZZ6,135,22,2,135,444480,7,2015,1387,6,1,0,6,6,2,completed,21,1,46,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,40,pit latrine without slab/open pit,no,no,48
3921,135 24,ZZ6,135,24,1,135,444480,7,2015,1387,6,1,1,6,6,4,completed,22,1,44,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,men's survey,509481,41,42,4,4,NA,2,selected,household selected,protected well,NA,15,pit latrine without slab/open pit,no,yes,37
3922,135 25,ZZ6,135,25,1,135,444480,7,2015,1387,5,0,0,5,5,0,completed,22,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,no,60
3923,135 26,ZZ6,135,26,2,135,444480,7,2015,1387,5,1,0,5,5,1,completed,21,1,45,4,all woman sample,135,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,4,0,NA,0,not selected,household selected,protected well,NA,0,no facility/bush/field,no,no,65
